id,product_name,rating,title,content
REV_23,무선 이어폰 A ,5,대만족입니다!,"디자인도 깔끔하고 음질 성능이 기대 이상이에요. 정말 추천합니다."
REV_24,무선 이어폰 A ,5,사용하기 너무 편해요,"조작법도 쉽고 음질가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_25,무선 이어폰 A ,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 음질 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_26,무선 이어폰 A ,4,튼튼하고 실용적임,"마감이 좋고 베이스가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_27,무선 이어폰 A ,4,튼튼하고 실용적임,"마감이 좋고 연결성가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_28,무선 이어폰 A ,3,그냥 그래요,"가격만큼 하는 것 같습니다. 착용감가 좀 더 개선되면 좋겠어요."
REV_29,무선 이어폰 A ,3,그냥 그래요,"가격만큼 하는 것 같습니다. 베이스가 좀 더 개선되면 좋겠어요."
REV_30,무선 이어폰 A ,4,튼튼하고 실용적임,"마감이 좋고 배터리 시간가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_31,무선 이어폰 A ,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 연결성 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_32,무선 이어폰 A ,3,그냥 그래요,"가격만큼 하는 것 같습니다. 음질가 좀 더 개선되면 좋겠어요."
REV_33,무선 이어폰 A ,5,최고의 선택,"배송도 빠르고 배터리 시간 기능이 너무 편리해요. 무선 이어폰 A  사길 잘했네요."
REV_34,무선 이어폰 A ,5,대만족입니다!,"디자인도 깔끔하고 연결성 성능이 기대 이상이에요. 정말 추천합니다."
REV_35,무선 이어폰 A ,4,튼튼하고 실용적임,"마감이 좋고 베이스가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_36,무선 이어폰 A ,5,대만족입니다!,"디자인도 깔끔하고 착용감 성능이 기대 이상이에요. 정말 추천합니다."
REV_37,무선 이어폰 A ,4,튼튼하고 실용적임,"마감이 좋고 배터리 시간가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_38,무선 이어폰 A ,4,튼튼하고 실용적임,"마감이 좋고 착용감가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_39,무선 이어폰 A ,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 연결성 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_40,무선 이어폰 A ,5,사용하기 너무 편해요,"조작법도 쉽고 착용감가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_41,무선 이어폰 A ,4,튼튼하고 실용적임,"마감이 좋고 음질가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_42,무선 이어폰 A ,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 베이스 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_43,무선 이어폰 A ,2,비추천합니다,"생각보다 베이스가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_44,무선 이어폰 A ,5,최고의 선택,"배송도 빠르고 연결성 기능이 너무 편리해요. 무선 이어폰 A  사길 잘했네요."
REV_45,무선 이어폰 A ,3,그냥 그래요,"가격만큼 하는 것 같습니다. 연결성가 좀 더 개선되면 좋겠어요."
REV_46,무선 이어폰 A ,5,최고의 선택,"배송도 빠르고 베이스 기능이 너무 편리해요. 무선 이어폰 A  사길 잘했네요."
REV_47,무선 이어폰 A ,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 음질 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_48,무선 이어폰 A ,4,튼튼하고 실용적임,"마감이 좋고 착용감가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_49,무선 이어폰 A ,5,사용하기 너무 편해요,"조작법도 쉽고 베이스가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_50,무선 이어폰 A ,5,대만족입니다!,"디자인도 깔끔하고 음질 성능이 기대 이상이에요. 정말 추천합니다."
REV_51,블루투스 스피커 B,2,비추천합니다,"생각보다 음질가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_52,블루투스 스피커 B,2,비추천합니다,"생각보다 배터리 시간가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_53,블루투스 스피커 B,2,비추천합니다,"생각보다 음질가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_54,블루투스 스피커 B,5,최고의 선택,"배송도 빠르고 베이스 기능이 너무 편리해요. 블루투스 스피커 B 사길 잘했네요."
REV_55,블루투스 스피커 B,5,대만족입니다!,"디자인도 깔끔하고 착용감 성능이 기대 이상이에요. 정말 추천합니다."
REV_56,블루투스 스피커 B,5,사용하기 너무 편해요,"조작법도 쉽고 연결성가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_57,블루투스 스피커 B,4,튼튼하고 실용적임,"마감이 좋고 음질가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_58,블루투스 스피커 B,5,최고의 선택,"배송도 빠르고 착용감 기능이 너무 편리해요. 블루투스 스피커 B 사길 잘했네요."
REV_59,블루투스 스피커 B,5,사용하기 너무 편해요,"조작법도 쉽고 착용감가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_60,블루투스 스피커 B,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 베이스 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_61,블루투스 스피커 B,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 베이스 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_62,블루투스 스피커 B,3,그냥 그래요,"가격만큼 하는 것 같습니다. 착용감가 좀 더 개선되면 좋겠어요."
REV_63,블루투스 스피커 B,5,대만족입니다!,"디자인도 깔끔하고 베이스 성능이 기대 이상이에요. 정말 추천합니다."
REV_64,블루투스 스피커 B,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 음질 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_65,블루투스 스피커 B,4,튼튼하고 실용적임,"마감이 좋고 착용감가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_66,블루투스 스피커 B,3,그냥 그래요,"가격만큼 하는 것 같습니다. 연결성가 좀 더 개선되면 좋겠어요."
REV_67,블루투스 스피커 B,2,비추천합니다,"생각보다 착용감가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_68,블루투스 스피커 B,5,최고의 선택,"배송도 빠르고 착용감 기능이 너무 편리해요. 블루투스 스피커 B 사길 잘했네요."
REV_69,블루투스 스피커 B,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 착용감 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_70,블루투스 스피커 B,4,튼튼하고 실용적임,"마감이 좋고 착용감가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_71,블루투스 스피커 B,5,최고의 선택,"배송도 빠르고 착용감 기능이 너무 편리해요. 블루투스 스피커 B 사길 잘했네요."
REV_72,블루투스 스피커 B,2,비추천합니다,"생각보다 베이스가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_73,블루투스 스피커 B,5,대만족입니다!,"디자인도 깔끔하고 착용감 성능이 기대 이상이에요. 정말 추천합니다."
REV_74,블루투스 스피커 B,5,최고의 선택,"배송도 빠르고 베이스 기능이 너무 편리해요. 블루투스 스피커 B 사길 잘했네요."
REV_75,블루투스 스피커 B,3,그냥 그래요,"가격만큼 하는 것 같습니다. 연결성가 좀 더 개선되면 좋겠어요."
REV_76,블루투스 스피커 B,5,최고의 선택,"배송도 빠르고 배터리 시간 기능이 너무 편리해요. 블루투스 스피커 B 사길 잘했네요."
REV_77,블루투스 스피커 B,3,그냥 그래요,"가격만큼 하는 것 같습니다. 베이스가 좀 더 개선되면 좋겠어요."
REV_78,블루투스 스피커 B,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 음질 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_79,블루투스 스피커 B,5,사용하기 너무 편해요,"조작법도 쉽고 베이스가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_80,블루투스 스피커 B,5,대만족입니다!,"디자인도 깔끔하고 착용감 성능이 기대 이상이에요. 정말 추천합니다."
REV_81,블루투스 스피커 B,5,사용하기 너무 편해요,"조작법도 쉽고 연결성가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_82,블루투스 스피커 B,5,사용하기 너무 편해요,"조작법도 쉽고 배터리 시간가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_83,블루투스 스피커 B,5,대만족입니다!,"디자인도 깔끔하고 베이스 성능이 기대 이상이에요. 정말 추천합니다."
REV_84,블루투스 스피커 B,4,튼튼하고 실용적임,"마감이 좋고 베이스가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_85,블루투스 스피커 B,5,사용하기 너무 편해요,"조작법도 쉽고 베이스가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_86,블루투스 스피커 B,4,튼튼하고 실용적임,"마감이 좋고 베이스가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_87,블루투스 스피커 B,2,비추천합니다,"생각보다 연결성가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_88,블루투스 스피커 B,5,최고의 선택,"배송도 빠르고 베이스 기능이 너무 편리해요. 블루투스 스피커 B 사길 잘했네요."
REV_89,블루투스 스피커 B,5,최고의 선택,"배송도 빠르고 베이스 기능이 너무 편리해요. 블루투스 스피커 B 사길 잘했네요."
REV_90,블루투스 스피커 B,5,대만족입니다!,"디자인도 깔끔하고 연결성 성능이 기대 이상이에요. 정말 추천합니다."
REV_91,블루투스 스피커 B,5,대만족입니다!,"디자인도 깔끔하고 배터리 시간 성능이 기대 이상이에요. 정말 추천합니다."
REV_92,블루투스 스피커 B,4,튼튼하고 실용적임,"마감이 좋고 음질가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_93,블루투스 스피커 B,4,튼튼하고 실용적임,"마감이 좋고 착용감가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_94,블루투스 스피커 B,5,대만족입니다!,"디자인도 깔끔하고 연결성 성능이 기대 이상이에요. 정말 추천합니다."
REV_95,블루투스 스피커 B,2,비추천합니다,"생각보다 연결성가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_96,블루투스 스피커 B,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 연결성 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_97,블루투스 스피커 B,5,사용하기 너무 편해요,"조작법도 쉽고 음질가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_98,블루투스 스피커 B,5,최고의 선택,"배송도 빠르고 음질 기능이 너무 편리해요. 블루투스 스피커 B 사길 잘했네요."
REV_99,블루투스 스피커 B,4,튼튼하고 실용적임,"마감이 좋고 배터리 시간가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_100,블루투스 스피커 B,2,비추천합니다,"생각보다 음질가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_101,스마트워치 C,4,튼튼하고 실용적임,"마감이 좋고 수면 분석가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_102,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 배터리 성능이 기대 이상이에요. 정말 추천합니다."
REV_103,스마트워치 C,3,그냥 그래요,"가격만큼 하는 것 같습니다. 심박수 측정가 좀 더 개선되면 좋겠어요."
REV_104,스마트워치 C,4,튼튼하고 실용적임,"마감이 좋고 수면 분석가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_105,스마트워치 C,5,사용하기 너무 편해요,"조작법도 쉽고 수면 분석가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_106,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 디스플레이 성능이 기대 이상이에요. 정말 추천합니다."
REV_107,스마트워치 C,2,비추천합니다,"생각보다 심박수 측정가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_108,스마트워치 C,4,튼튼하고 실용적임,"마감이 좋고 배터리가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_109,스마트워치 C,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 심박수 측정 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_110,스마트워치 C,5,사용하기 너무 편해요,"조작법도 쉽고 디스플레이가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_111,스마트워치 C,5,사용하기 너무 편해요,"조작법도 쉽고 수면 분석가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_112,스마트워치 C,3,그냥 그래요,"가격만큼 하는 것 같습니다. 스트랩 촉감가 좀 더 개선되면 좋겠어요."
REV_113,스마트워치 C,5,사용하기 너무 편해요,"조작법도 쉽고 디스플레이가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_114,스마트워치 C,4,튼튼하고 실용적임,"마감이 좋고 심박수 측정가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_115,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 심박수 측정 성능이 기대 이상이에요. 정말 추천합니다."
REV_116,스마트워치 C,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 심박수 측정 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_117,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 디스플레이 성능이 기대 이상이에요. 정말 추천합니다."
REV_118,스마트워치 C,4,튼튼하고 실용적임,"마감이 좋고 스트랩 촉감가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_119,스마트워치 C,3,그냥 그래요,"가격만큼 하는 것 같습니다. 배터리가 좀 더 개선되면 좋겠어요."
REV_120,스마트워치 C,5,사용하기 너무 편해요,"조작법도 쉽고 배터리가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_121,스마트워치 C,3,그냥 그래요,"가격만큼 하는 것 같습니다. 디스플레이가 좀 더 개선되면 좋겠어요."
REV_122,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 스트랩 촉감 성능이 기대 이상이에요. 정말 추천합니다."
REV_123,스마트워치 C,4,튼튼하고 실용적임,"마감이 좋고 수면 분석가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_124,스마트워치 C,3,그냥 그래요,"가격만큼 하는 것 같습니다. 심박수 측정가 좀 더 개선되면 좋겠어요."
REV_125,스마트워치 C,4,튼튼하고 실용적임,"마감이 좋고 디스플레이가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_126,스마트워치 C,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 스트랩 촉감 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_127,스마트워치 C,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 수면 분석 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_128,스마트워치 C,2,비추천합니다,"생각보다 디스플레이가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_129,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 수면 분석 성능이 기대 이상이에요. 정말 추천합니다."
REV_130,스마트워치 C,5,최고의 선택,"배송도 빠르고 배터리 기능이 너무 편리해요. 스마트워치 C 사길 잘했네요."
REV_131,스마트워치 C,3,그냥 그래요,"가격만큼 하는 것 같습니다. 디스플레이가 좀 더 개선되면 좋겠어요."
REV_132,스마트워치 C,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 심박수 측정 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_133,스마트워치 C,5,최고의 선택,"배송도 빠르고 심박수 측정 기능이 너무 편리해요. 스마트워치 C 사길 잘했네요."
REV_134,스마트워치 C,5,최고의 선택,"배송도 빠르고 디스플레이 기능이 너무 편리해요. 스마트워치 C 사길 잘했네요."
REV_135,스마트워치 C,5,사용하기 너무 편해요,"조작법도 쉽고 디스플레이가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_136,스마트워치 C,3,그냥 그래요,"가격만큼 하는 것 같습니다. 디스플레이가 좀 더 개선되면 좋겠어요."
REV_137,스마트워치 C,5,사용하기 너무 편해요,"조작법도 쉽고 수면 분석가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_138,스마트워치 C,2,비추천합니다,"생각보다 심박수 측정가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_139,스마트워치 C,2,비추천합니다,"생각보다 배터리가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_140,스마트워치 C,4,튼튼하고 실용적임,"마감이 좋고 수면 분석가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_141,스마트워치 C,5,최고의 선택,"배송도 빠르고 디스플레이 기능이 너무 편리해요. 스마트워치 C 사길 잘했네요."
REV_142,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 배터리 성능이 기대 이상이에요. 정말 추천합니다."
REV_143,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 배터리 성능이 기대 이상이에요. 정말 추천합니다."
REV_144,스마트워치 C,2,비추천합니다,"생각보다 배터리가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_145,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 스트랩 촉감 성능이 기대 이상이에요. 정말 추천합니다."
REV_146,스마트워치 C,3,그냥 그래요,"가격만큼 하는 것 같습니다. 배터리가 좀 더 개선되면 좋겠어요."
REV_147,스마트워치 C,5,대만족입니다!,"디자인도 깔끔하고 스트랩 촉감 성능이 기대 이상이에요. 정말 추천합니다."
REV_148,스마트워치 C,5,최고의 선택,"배송도 빠르고 디스플레이 기능이 너무 편리해요. 스마트워치 C 사길 잘했네요."
REV_149,스마트워치 C,5,사용하기 너무 편해요,"조작법도 쉽고 심박수 측정가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_150,스마트워치 C,2,비추천합니다,"생각보다 스트랩 촉감가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_151,노이즈 캔슬링 헤드폰 D,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 음질 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_152,노이즈 캔슬링 헤드폰 D,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 연결성 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_153,노이즈 캔슬링 헤드폰 D,5,최고의 선택,"배송도 빠르고 연결성 기능이 너무 편리해요. 노이즈 캔슬링 헤드폰 D 사길 잘했네요."
REV_154,노이즈 캔슬링 헤드폰 D,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 베이스 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_155,노이즈 캔슬링 헤드폰 D,5,사용하기 너무 편해요,"조작법도 쉽고 음질가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_156,노이즈 캔슬링 헤드폰 D,4,튼튼하고 실용적임,"마감이 좋고 착용감가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_157,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 베이스 성능이 기대 이상이에요. 정말 추천합니다."
REV_158,노이즈 캔슬링 헤드폰 D,5,사용하기 너무 편해요,"조작법도 쉽고 배터리 시간가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_159,노이즈 캔슬링 헤드폰 D,4,튼튼하고 실용적임,"마감이 좋고 음질가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_160,노이즈 캔슬링 헤드폰 D,4,튼튼하고 실용적임,"마감이 좋고 착용감가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_161,노이즈 캔슬링 헤드폰 D,3,그냥 그래요,"가격만큼 하는 것 같습니다. 베이스가 좀 더 개선되면 좋겠어요."
REV_162,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 착용감 성능이 기대 이상이에요. 정말 추천합니다."
REV_163,노이즈 캔슬링 헤드폰 D,4,튼튼하고 실용적임,"마감이 좋고 베이스가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_164,노이즈 캔슬링 헤드폰 D,3,그냥 그래요,"가격만큼 하는 것 같습니다. 음질가 좀 더 개선되면 좋겠어요."
REV_165,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 배터리 시간 성능이 기대 이상이에요. 정말 추천합니다."
REV_166,노이즈 캔슬링 헤드폰 D,5,최고의 선택,"배송도 빠르고 베이스 기능이 너무 편리해요. 노이즈 캔슬링 헤드폰 D 사길 잘했네요."
REV_167,노이즈 캔슬링 헤드폰 D,3,그냥 그래요,"가격만큼 하는 것 같습니다. 베이스가 좀 더 개선되면 좋겠어요."
REV_168,노이즈 캔슬링 헤드폰 D,4,튼튼하고 실용적임,"마감이 좋고 베이스가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_169,노이즈 캔슬링 헤드폰 D,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 연결성 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_170,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 배터리 시간 성능이 기대 이상이에요. 정말 추천합니다."
REV_171,노이즈 캔슬링 헤드폰 D,2,비추천합니다,"생각보다 연결성가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_172,노이즈 캔슬링 헤드폰 D,5,사용하기 너무 편해요,"조작법도 쉽고 배터리 시간가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_173,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 베이스 성능이 기대 이상이에요. 정말 추천합니다."
REV_174,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 배터리 시간 성능이 기대 이상이에요. 정말 추천합니다."
REV_175,노이즈 캔슬링 헤드폰 D,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 베이스 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_176,노이즈 캔슬링 헤드폰 D,2,비추천합니다,"생각보다 음질가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_177,노이즈 캔슬링 헤드폰 D,3,그냥 그래요,"가격만큼 하는 것 같습니다. 연결성가 좀 더 개선되면 좋겠어요."
REV_178,노이즈 캔슬링 헤드폰 D,3,그냥 그래요,"가격만큼 하는 것 같습니다. 연결성가 좀 더 개선되면 좋겠어요."
REV_179,노이즈 캔슬링 헤드폰 D,3,그냥 그래요,"가격만큼 하는 것 같습니다. 음질가 좀 더 개선되면 좋겠어요."
REV_180,노이즈 캔슬링 헤드폰 D,4,튼튼하고 실용적임,"마감이 좋고 베이스가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_181,노이즈 캔슬링 헤드폰 D,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 베이스 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_182,노이즈 캔슬링 헤드폰 D,4,튼튼하고 실용적임,"마감이 좋고 배터리 시간가 아주 탄탄하네요. 오래 쓸 수 있을 것 같아요."
REV_183,노이즈 캔슬링 헤드폰 D,5,사용하기 너무 편해요,"조작법도 쉽고 베이스가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_184,노이즈 캔슬링 헤드폰 D,5,대만족입니다!,"디자인도 깔끔하고 배터리 시간 성능이 기대 이상이에요. 정말 추천합니다."
REV_185,노이즈 캔슬링 헤드폰 D,5,사용하기 너무 편해요,"조작법도 쉽고 음질가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_186,노이즈 캔슬링 헤드폰 D,4,좋아요 근데 조금 아쉽네요,"전반적으로 만족하지만 배터리 시간 부분이 살짝 아쉽습니다. 그래도 가성비 좋네요."
REV_187,노이즈 캔슬링 헤드폰 D,5,사용하기 너무 편해요,"조작법도 쉽고 연결성가 직관적이라 부모님 선물로도 좋을 것 같아요."
REV_188,노이즈 캔슬링 헤드폰 D,2,비추천합니다,"생각보다 베이스가 별로예요. 다른 제품 알아보시는게 좋을 듯."
REV_189,노이즈 캔슬링 헤드폰 D,5,최고의 선택,"배송도 빠르고 베이스 기능이 너무 편리해요. 노이즈 캔슬링 헤드폰 D 사길 잘했네요."
